ADAL,ADLL,AVER,4
ADAL,ADLL,SMDVR,4
ADAL,ADLL,AIAL,7
ADAL,ADLL,URBL,2
ADAL,ADLL,PVPL,2
ADAL,ADLL,URXL,2
ADAL,ADLL,ADEL,2
ADAL,ADLL,RICL,2
ADAL,ADLL,RICR,2
ADAL,ADLL,AVAL,6
ADAL,ADLL,AVJL,6
ADAL,ADLL,ASKL,4
ADAL,RICR,AVER,4
ADAL,RICR,SMDVR,4
ADAL,RICR,AIAL,2
ADAL,RICR,URBL,2
ADAL,RICR,PVPL,2
ADAL,RICR,URXL,2
ADAL,RICR,ADEL,2
ADAL,RICR,RICL,13
ADAL,RICR,RIVL,6
ADAL,RICR,RIML,6
ADAL,RICL,AVER,4
ADAL,RICL,SMDVR,4
ADAL,RICL,AIAL,2
ADAL,RICL,URBL,7
ADAL,RICL,PVPL,2
ADAL,RICL,URXL,2
ADAL,RICL,ADEL,2
ADAL,RICL,RIMR,6
ADAL,RICL,ADAR,6
ADAL,RICL,RIML,6
ADAL,RICL,RIVR,6
ADAL,RICL,SMDVL,6
ADAL,ADEL,AVER,4
ADAL,ADEL,SMDVR,4
ADAL,ADEL,AIAL,2
ADAL,ADEL,URBL,2
ADAL,ADEL,PVPL,2
ADAL,ADEL,URXL,2
ADAL,ADEL,FLPL,6
ADAL,ADEL,CEPDL,6
ADAL,ADEL,ALML,6
ADAL,ADEL,RIVL,6
ADAL,ADEL,BDUL,4
ADAL,URXL,AVER,4
ADAL,URXL,SMDVR,4
ADAL,URXL,AIAL,2
ADAL,URXL,URBL,2
ADAL,URXL,PVPL,2
ADAL,URXL,CEPDL,4
ADAL,URXL,ADFL,4
ADAL,URXL,AIML,4
ADAL,URXL,RMGL,9
ADAL,URXL,AUAL,4
ADAL,PVPL,AVER,4
ADAL,PVPL,SMDVR,4
ADAL,PVPL,AIAL,2
ADAL,PVPL,URBL,2
ADAL,PVPL,ASHL,6
ADAL,PVPL,PVCR,6
ADAL,PVPL,AQR,6
ADAL,PVPL,RIFL,4
ADAL,PVPL,RIGL,6
ADAL,PVPL,AVJR,6
ADAL,URBL,AVER,4
ADAL,URBL,SMDVR,4
ADAL,URBL,AIAL,2
ADAL,URBL,CEPDL,4
ADAL,URBL,SMBDR,6
ADAL,URBL,OLLL,6
ADAL,AIAL,AVER,4
ADAL,AIAL,SMDVR,4
ADAL,AIAL,AWBL,4
ADAL,AIAL,ASKL,6
ADAL,AIAL,AWCR,6
ADAL,AIAL,ASGL,6
ADAL,AIAL,ASKR,4
ADAL,SMDVR,AVER,6
ADAL,SMDVR,CEPVL,4
ADAL,SMDVR,RIML,2
ADAL,SMDVR,SAADL,2
ADAL,AVER,FLPL,2
ADAL,AVER,AIBL,2
AVER,AIBL,FLPL,7
AVER,AIBL,AVAL,6
AVER,AIBL,ASER,4
AVER,AIBL,AVEL,6
AVER,AIBL,RMFR,6
AVER,AIBL,SIADR,6
AVER,AIBL,RIGR,9
AVER,AIBL,AIZR,6
AVER,AIBL,PVT,4
AVER,AIBL,SDQR,4
AVER,FLPL,ADEL,4
AVER,FLPL,AVBL,6
AVER,FLPL,FLPR,9
AVER,FLPL,AVBR,6
SMDVR,SAADL,CEPVL,4
SMDVR,SAADL,RIML,2
SMDVR,SAADL,RIMR,4
SMDVR,RIML,CEPVL,4
SMDVR,RIML,RICL,4
SMDVR,RIML,RICR,4
SMDVR,RIML,RMFR,6
SMDVR,RIML,RIMR,9
SMDVR,RIML,RMDL,4
SMDVR,RIML,AVAR,6
SMDVR,RIML,SAADR,6
SMDVR,RIML,RMFL,6
SMDVR,CEPVL,RIH,2
SMDVR,CEPVL,RMHL,4
SMDVR,CEPVL,URYVL,4
SMDVR,CEPVL,RMHR,4
AIAL,ASKR,ADLL,4
AIAL,ASKR,AWBL,2
AIAL,ASKR,ASKL,4
AIAL,ASKR,AWCR,4
AIAL,ASKR,ASGL,4
AIAL,ASGL,ADLL,6
AIAL,ASGL,AWBL,4
AIAL,ASGL,ASKL,6
AIAL,ASGL,AWCR,6
AIAL,AWCR,ADLL,6
AIAL,AWCR,AWBL,4
AIAL,AWCR,ASKL,6
AIAL,AWCR,ASEL,5
AIAL,AWCR,AIYL,4
AIAL,ASKL,ADLL,7
AIAL,ASKL,AWBL,4
AIAL,ASKL,ASEL,4
AIAL,ASKL,ASHL,2
AIAL,ASKL,ASJL,4
AIAL,ASKL,AIAR,4
AIAL,AWBL,ADLL,4
AIAL,AWBL,ADFL,4
AIAL,AWBL,AVHR,4
AIAL,AWBL,ASEL,6
AIAL,AWBL,RIAL,6
AIAL,AWBL,SMBVL,6
AIAL,ADLL,AVAL,4
AIAL,ADLL,AVJL,4
URBL,OLLL,RICL,6
URBL,OLLL,CEPDL,4
URBL,OLLL,SMBDR,6
URBL,OLLL,IL1VL,4
URBL,OLLL,RMDR,4
URBL,OLLL,RMEL,4
URBL,SMBDR,RICL,6
URBL,SMBDR,CEPDL,7
URBL,SMBDR,ALNL,4
URBL,CEPDL,RICL,4
URBL,CEPDL,URXL,6
URBL,CEPDL,ADEL,4
URBL,CEPDL,SIADR,6
URBL,CEPDL,RMGL,6
URBL,CEPDL,RIS,4
URBL,CEPDL,RMHL,6
URBL,CEPDL,RMDVL,4
URBL,RICL,RICR,5
URBL,RICL,RIMR,4
URBL,RICL,ADAR,4
URBL,RICL,RIML,4
URBL,RICL,RIVR,4
URBL,RICL,SMDVL,4
PVPL,AVJR,ASHL,6
PVPL,AVJR,PVCR,6
PVPL,AVJR,AQR,6
PVPL,AVJR,RIFL,4
PVPL,AVJR,RIGL,6
PVPL,AVJR,PVCL,2
PVPL,RIGL,ASHL,6
PVPL,RIGL,PVCR,6
PVPL,RIGL,AQR,6
PVPL,RIGL,RIFL,4
PVPL,RIGL,RMGL,4
PVPL,RIGL,AIBR,5
PVPL,RIGL,AVKR,2
PVPL,RIGL,RMHR,4
PVPL,RIGL,OLQVL,4
PVPL,RIFL,ASHL,4
PVPL,RIFL,PVCR,4
PVPL,RIFL,AQR,4
PVPL,RIFL,AVFL,4
PVPL,RIFL,HSNL,4
PVPL,AQR,ASHL,6
PVPL,AQR,PVCR,6
PVPL,AQR,AVDL,4
PVPL,PVCR,ASHL,6
PVPL,PVCR,AVAL,4
PVPL,PVCR,AVJL,4
PVPL,PVCR,PVCL,5
PVPL,ASHL,ASKL,4
PVPL,ASHL,AVEL,4
PVPL,ASHL,AVDL,4
URXL,AUAL,CEPDL,2
URXL,AUAL,ADFL,2
URXL,AUAL,AIML,2
URXL,AUAL,RMGL,5
URXL,AUAL,BAGR,6
URXL,AUAL,RIAL,4
URXL,AUAL,RIH,4
URXL,RMGL,CEPDL,8
URXL,RMGL,ADFL,5
URXL,RMGL,AIML,12
URXL,RMGL,SIADR,9
URXL,RMGL,SMBVL,9
URXL,RMGL,RIGL,5
URXL,AIML,CEPDL,2
URXL,AIML,ADFL,7
URXL,AIML,AVDL,6
URXL,AIML,AVFL,6
URXL,AIML,PVQL,4
URXL,ADFL,CEPDL,2
URXL,ADFL,AWBL,6
URXL,ADFL,AVHR,4
URXL,ADFL,AWAL,4
URXL,ADFL,RIR,4
URXL,CEPDL,ADEL,4
URXL,CEPDL,SIADR,6
URXL,CEPDL,SMBDR,6
URXL,CEPDL,RIS,4
URXL,CEPDL,RMHL,6
URXL,CEPDL,RMDVL,4
ADEL,BDUL,FLPL,4
ADEL,BDUL,CEPDL,4
ADEL,BDUL,ALML,4
ADEL,BDUL,RIVL,4
ADEL,BDUL,PVNL,6
ADEL,BDUL,PVNR,9
ADEL,RIVL,FLPL,6
ADEL,RIVL,CEPDL,6
ADEL,RIVL,ALML,6
ADEL,RIVL,RICR,2
ADEL,RIVL,RIAL,5
ADEL,RIVL,AVKL,2
ADEL,RIVL,RMDDR,4
ADEL,RIVL,RIVR,5
ADEL,RIVL,SMDDR,4
ADEL,ALML,FLPL,6
ADEL,ALML,CEPDL,6
ADEL,CEPDL,FLPL,6
ADEL,CEPDL,SIADR,4
ADEL,CEPDL,RMGL,4
ADEL,CEPDL,SMBDR,4
ADEL,CEPDL,RIS,2
ADEL,CEPDL,RMHL,4
ADEL,CEPDL,RMDVL,2
ADEL,FLPL,AIBL,4
ADEL,FLPL,AVBL,4
ADEL,FLPL,FLPR,5
ADEL,FLPL,AVBR,4
RICL,SMDVL,RICR,9
