ASHL,ADAL,AVBL,7
ADAL,AVJR,AVBL,7
AVJR,PVCL,AVBL,7
RIFL,AVJR,AVBL,7
PVPL,PVCL,AVBR,7
AVKR,SAADL,RIML,7
RIS,RIML,SMDVL,7
SAADR,RIML,AVKL,7
RIS,RIML,AVKL,7
IL2VL,IL1VL,RIPL,7
IL2VL,URAVL,RIPL,7
IL2DL,URADL,RIPL,7
IL2DL,IL1DL,RIPL,7
CEPVL,URAVL,RIPL,7
IL1VL,URAVL,RIPL,7
CEPVL,IL1VL,RIPL,7
ADAR,AVJL,AVBL,7
PVCR,AVJL,AVBL,7
RIFR,AVJL,AVBL,7
AVM,PVCL,AVBL,7
PVPL,PVCL,AVBL,7
AQR,PVPL,AVBL,7
AQR,PVCL,AVBL,7
ADFL,AWBL,AIZL,7
AWAL,AIZL,AWBL,7
AWAL,AIZL,AIYL,7
AIZL,AWBL,AIYL,7
AIZL,ASEL,AIBL,7
AIZL,AIAL,AIBL,7
AWAL,AWBL,AIYL,7
ADLL,ASEL,AIBL,7
ADLL,AIAL,AIBL,7
ADLL,AWCL,AIBL,7
ASGL,AIAL,AIBL,7
ASIL,ASGL,AIBL,7
ASIL,AIAL,AIBL,7
ASIL,AWCR,AIBL,7
AWCR,AIAL,AIBL,7
ASKL,AIAL,AIBL,7
AIML,ASGL,AIAL,7
ASIL,ASGL,AIAL,7
PVQL,ASKL,AIAL,7
ASIL,AWCR,AIAL,7
ASJL,PVQL,ASKL,7
CEPVL,IL1VL,URAVL,7
CEPVL,IL1VL,RMDDL,7
AQR,PVPL,PVCL,7
CEPDL,URBL,RICR,7
PVT,RMFL,AVKL,7
URYVL,IL1VL,RMDDL,7
IL2VL,IL1VL,URAVL,7
IL2VL,URAVL,RMER,7
